1,974.68
156,529.82
187,18474.56
235,2753.71
442,70159.76
701,2549.35
751,55302.72
753,4421.81
1361,3230.66
1438,21587.53
1519,2158.40
1576,1871.61
1848,2523.31
1962,3119.84
2123,14335.28
2200,1858.74
2278,1291.61
2464,4173.36
2973,4473.79
3061,1831.95
3300,1232.12
3440,1858.11
3790,1623.90
3824,2560.92
3993,2624.34
4079,2597.03
4089,8077.33
4174,2069.06
4262,13858.66
4279,627.16
4299,5023.05
4431,876.02
4544,69422.96
4841,4988.92
5137,1395.41
5172,2769632.17
5290,3714.40
5313,2212.68
5497,41355.40
5578,2494.00
5616,1051.68
5661,1056.78
5679,4411.09
5707,1659.29
6038,1372.82
6106,9892.70
6172,-52.07
6628,227799.47
6676,3853.53
7255,1126.26
7603,4817.25
7785,809.63
7806,2292.44
8760,1329.83
9121,-167.21
9151,109290.46
9282,2112.81
9296,29632.72
9691,99393.04
9708,2134.18
9814,1117.21
10031,916.83
10050,2092.14
10124,5833.10
10269,1074.76
10271,-1074.76
10306,694.94
10514,2078.52
10658,1307.64
10750,1074.76
10759,2113.20
10762,2364.78
10802,5786.57
10897,911.19
11117,1975.47
11229,3532.34
11611,6058.92
11816,2024.18
11882,5633.34
12055,2367.42
12108,3951.30
12216,2525.65
12229,2372.97
12249,2391.84
12281,3602.46
12294,41833.31
12530,28520.86
12561,1618.10
12854,3711.43
12939,931.76
13033,43277.62
13215,1573.49
13316,838.71
13353,5419.48
13529,6592.18
13533,2313.76
13784,1355.12
13898,4975.32
14166,1087.34
14274,1966.12
14300,2882.84
14470,1192.86
14486,3386.00
14509,41308.07
14736,2781.56
14806,1149.31
14958,1103.50
15012,1601.58
15052,1720.44
15185,443820.13
15278,962.91
15719,1085.71
15809,13135.27
15816,850.08
15841,1820.05
15890,1746.34
15961,8516.71
16034,3655.06
16139,7578.16
16355,1486.98
16477,97467.42
16580,5775.35
16653,2059.72
17284,41603.02
17401,1193.06
17406,820.08
17671,1350.67
17693,632.34
17743,1610.80
18034,856.59
18136,4228.80
18448,1769.90
18473,1086.54
19196,2534.42
19318,1271.32
19353,96362.36
19383,1834.36
19545,994.64
19580,1245.10
19655,1482.37
19724,56306.48
19810,1921.75
19915,1283.71
20066,1536.88
20178,891.50
20449,1848.96
20825,1494.80
20836,7987.98
21008,3365.84
21045,1552.23
21141,7602.92
21279,2540.72
21283,1362.02
21494,2845.06
21684,666.74
21952,3514.76
22010,1535.66
22208,1586.50
11,80671.98
98,2534.10
104,1437.25
212,725.35
361,1584.69
678,124660.88
703,124660.88
747,4429.38
765,1123.16
796,1242.36
798,2177.74
1025,314.01
1101,765.58
1129,653.24
1513,41036.57
1746,1414.78
1784,2239.62
2004,1465.61
2005,113004.46
2013,1022.13
2105,1480.10
2166,4718.57
2169,545.18
2494,1449.08
2544,4083.05
2627,2389.38
2737,2386.64
2742,621.54
2817,701.82
2916,644.26
2980,5241.44
3018,1703.58
3278,438.98
3409,2378.66
3526,1018.55
3587,1601.26
3641,3230.11
3675,7455.62
3847,23979.78
3850,797.83
3871,3630.24
3897,1139.14
3905,1649.47
3934,215.35
4069,1162.02
4226,940.08
4356,2304.81
4373,677.39
4430,1049.03
4434,883.08
4710,872.72
4805,3005.54
4853,82290.07
4879,2348.62
4910,18104.39
4952,325.73
5005,2203.20
5028,12001.56
5092,2093.86
5151,2282.86
5359,1378.11
5388,647.05
5394,3646.16
5437,1606.57
5457,1170.94
5557,1467.36
5708,418.43
5747,76.80
5757,730.60
5768,6242.85
5786,1247.05
5809,1833.70
5812,6819.87
5873,1292.94
5930,2027.82
6011,1495.00
6058,986.66
6233,1018.08
6487,7027.63
6637,7258.95
6680,3134.65
6754,570.61
6995,1532.77
7052,1460.08
7101,533.54
7103,886.26
7159,2940.71
7287,3205.52
7299,3303.43
7598,83870.04
7610,3054.66
7676,2654.71
7703,4141.86
7723,1392.14
7729,607.12
7851,1867.10
7853,9297.54
7958,2687.08
8011,940.74
8195,-173.24
8199,3874.67
8236,1879.09
8324,455.88
8372,5718.73
8432,1800.41
8467,1967.13
8513,17583.10
8551,313.87
8567,908.72
8633,1439.37
8776,611.24
8871,1984.15
8893,479.36
8958,1379.96
9053,1874.47
9065,910.09
9076,1051.61
9112,3217.00
9248,5380.59
9253,3093.30
9300,657.23
9356,1068.35
9420,362.19
9490,13929.78
9516,769.49
9539,492.78
9542,657.66
9576,4195.14
9633,605.17
9774,546.68
9789,5452.67
9795,1198.41
9828,1231.77
9862,20211.20
9924,932.80
9967,5445.68
9970,659.19
10122,10361.80
10224,3216.58
10293,454.50
10303,1071.68
10307,1842.89
10309,1318.75
10350,18389.20
10502,771.13
10539,1431.14
10566,637.41
10589,2182.30
10705,969.52
10716,3375.44
10749,1751.37
10912,607.47
11012,283.05
11087,1012.23
11182,2446.97
11207,2291.49
11249,355.59
11251,1041.79
11257,456.56
11515,2322.14
11732,2474.51
11825,1595.44
11914,4132.07
11980,2239.86
12026,400.03
12160,2496.11
12259,1232.69
12305,1838.29
12597,3747.82
12681,1140.00
12991,1533.87
13012,14296.18
13029,833.47
13074,1464.16
13194,548.27
13223,3536.66
13319,1776.70
13443,1007.20
13484,5979.37
13536,3031.50
13601,1316.79
13654,3176.48
13701,1664.95
13751,1312.86
13762,1852.55
13809,1218.02
13854,1228.68
13959,856.15
13963,1241.84
14005,1583.07
14012,1597.02
14060,5206.07
14078,-850.74
14124,2818.82
14245,3606.86
14462,6851.81
14468,1939.80
14539,1247.58
14545,1645.12
14592,4530.37
14740,1919.51
14753,1919.51
14790,571.19
14810,688.86
14892,2014.99
14909,5171.40
14972,352.95
14981,27235.95
15009,25723.36
15039,1834.38
15117,27171.78
15339,821.03
15340,3616.04
15536,548.55
15538,998.34
15664,1801.61
15684,1768.78
15702,1142.88
15871,464.10
16018,970.21
16073,584.85
16144,1275.71
16279,1926.12
16290,1338.17
16357,993.08
16376,2140.61
16756,1493.99
16761,1611.40
16800,2812.54
16803,2238.90
16876,41152.20
16972,756.29
17071,835.94
17107,1071.03
17168,1409.61
17176,3555.82
17211,1650.15
17519,923.47
17603,3308.22
17611,1162.52
17764,9193.05
18126,850.74
18149,4533.36
18162,41027.40
18194,1564.74
18325,1106.92
18353,20281.26
18552,3216.79
18595,1188.90
18715,468.00
18746,845.04
18781,1378.27
18893,936.02
19010,893.42
19027,750.70
19060,928.52
19098,598.08
19275,7841.56
19369,1637.92
19432,1426.28
19506,1793.22
19548,561.02
19581,222786.06
19683,2803.67
19832,2421.79
19838,591.49
20074,2577.62
20086,1708.06
20244,29482.75
20292,662.59
20475,370.16
20516,841.83
20615,579.88
20772,800.74
20905,757.31
21070,528.95
21126,1728.58
21428,609.16
21612,604.58
21621,1064.06
21627,3618.71
21700,481.92
21854,346.48
21861,575.74
21946,289.66
22149,3934.87
2,938.66
12,2105.66
27,1302.28
28,962.89
31,1776.54
38,1776.54
41,1598.62
59,1160.18
69,4474.71
80,10677.78
86,5277.44
92,2183.06
93,2088.39
113,2118.66
118,981.06
128,7979.29
131,2042.34
138,37226.48
143,-25.63
175,778.95
226,419.99
233,1004.85
267,2065.91
290,1675.44
295,1248.27
310,607.53
324,5638.06
344,3964.48
358,1939.74
407,716.17
417,1469.37
422,9607.66
423,13501.26
426,1832.94
438,1042.76
443,1777.68
458,1305.09
468,667.87
486,2502.50
488,10280.02
491,1060.27
495,2049.80
501,611.01
502,1688.47
504,3375.22
505,1209.36
509,1807.05
514,658.56
519,1536.06
548,563.64
558,3844.50
578,2447.64
582,1465.58
584,1125.24
589,1874.98
591,1731.94
594,1472.80
619,708.58
620,1584.58
623,1731.94
636,3027.84
644,222036.48
647,6142.48
655,429.66
659,576.20
670,1249.35
673,3726.56
702,2386.60
707,1956.80
717,1519.29
723,896.36
757,2395.54
766,339.16
784,3504.93
785,1420.27
786,1751.11
787,691.08
794,706.66
799,452.60
804,911.88
807,2679.18
809,2301.92
820,1471.32
821,1070.43
835,2331.60
839,811.80
865,1236.32
868,2982.60
873,1794.72
877,879.77
889,1006.82
911,3582.32
912,695.55
921,535.32
943,1628.46
956,-81.15
962,939.57
968,2824.47
1000,4100.80
1009,3617.02
1012,1856.33
1021,1608.80
1023,28063.16
1029,20837.96
1049,2775.99
1065,1917.28
1081,1670.13
1082,472.01
1085,1252.27
1095,360.23
1098,1599.31
1106,1245.84
1111,4790.80
1113,2223.85
1117,112552.34
1130,1209.36
1132,3659.39
1135,6641648.60
1154,2103.99
1168,11583.92
1177,801.68
1179,-129.09
1214,847.96
1221,2941.37
1251,1636.60
1253,1451.50
1273,923.19
1276,1502.32
1285,784.94
1296,1065.18
1302,7503.95
1316,1094.29
1321,2008.90
1334,789.60
1380,2420.75
1395,989.66
1413,992.18
1415,381.38
1420,1794.74
1423,1395.29
1434,1102.68
1435,1278.20
1439,1136.80
1443,564.63
1447,2414.02
1452,1278.24
1463,1582.56
1471,1445.80
1478,1642.91
1480,1214.49
1486,1180.32
1489,1892.52
1502,702.94
1505,631.50
1518,1083.07
1522,2166.28
1525,699.23
1527,1176.81
1531,2891.18
1533,2070.62
1560,1593.23
1580,3848.00
1591,1385.36
1614,468.43
1630,1233.15
1631,111126.90
1632,963.83
1634,761.12
1646,1042.27
1681,600.10
1712,2403.76
1717,1090.48
1721,2018.14
1736,22616.50
1737,3586.88
1750,-867.76
1753,1400.84
1754,2041.42
1774,3820.48
1779,5159.96
1793,2713.70
1796,1159.62
1797,25562.36
1801,1307.29
1803,-114.13
1830,4438.60
1832,4438.60
1851,1974.39
1878,3076.65
1879,917.55
1884,1265.54
1927,4096.16
1931,12649.36
1941,3528.52
1948,1628.76
2002,2287.90
2020,1510.16
2029,1886.21
2035,-297.77
2046,4763.85
2055,1857.18
2059,2047.42
2078,6178.20
2080,6138.46
2081,949.96
2089,4673.72
2102,3213128.48
2104,4687.62
2115,1921.47
2125,2001.22
2156,1160.74
2159,2414.12
2168,708.19
2170,1650.11
2172,54874.14
2180,1420.04
2188,2174.12
2198,1200.02
2206,530.66
2225,11436.27
2229,3272.44
2232,14569.70
2243,2521.90
2252,1687.74
2254,1721.27
2258,899.95
2285,5142.30
2289,8246.78
2295,491.62
2334,2018.91
2344,1474.52
2359,804.60
2363,2352.33
2364,2711.17
2369,3537.07
2372,858.50
2377,1912.66
2389,1886.28
2390,6377.28
2394,362.79
2398,12481.38
2401,699.60
2404,670.26
2424,1664.25
2428,568.46
2430,2450.00
2431,2923.72
2463,1218.19
2465,1379.82
2471,2710.16
2476,1878.58
2482,656.22
2487,1766.40
2536,1135.04
2548,1579.97
2574,2340.94
2582,1790.66
2593,809.69
2603,4726.42
2616,427.16
2622,3264.89
2634,2606.43
2636,1986.22
2637,1957.68
2640,7129.53
2643,8114.52
2648,3280.64
2666,845.37
2673,10469.96
2679,702.20
2702,-352.33
2705,6128.48
2708,857.91
2709,719.95
2712,2690.24
2713,880.83
2717,2813.62
2727,1339.92
2736,5344.90
2771,2705.64
2783,3401.09
2786,758.20
2797,1492.72
2799,1446.51
2803,1540.43
2806,1632.78
2824,1831.50
2827,-1314.54
2840,1504.40
2845,8721.12
2851,1345.34
2860,955.43
2865,1195.11
2878,1830.40
2879,2231.58
2895,1144.23
2906,5538.16
2915,1811.01
2918,1258.27
2948,5115.40
2954,1656.83
2959,455.94
2985,2520.73
3008,947.28
3013,1439.29
3021,2321.47
3030,1129.81
3040,871.50
3048,6737.11
3050,1568.72
3082,81673.46
3090,639.60
3103,359.24
3105,1276.36
3118,10284.94
3142,913.66
3146,1344.27
3168,613.06
3171,3153.14
3191,499.13
3196,644.89
3202,1567.77
3209,4487.96
3237,1868.01
3254,1751.47
3257,1398.18
3259,1853.21
3272,549.18
3288,623.19
3360,579.26
3374,3844.50
3383,4847.55
3401,713.26
3404,449.40
3411,3088.88
3476,7426.38
3497,-147.79
3522,1944.99
3523,940.44
3529,1971.56
3532,573.05
3542,507.20
3543,728.38
3578,3469.04
3591,3022.14
3592,1351.05
3598,635.09
3611,1189.44
3631,4269.04
3639,2046.82
3660,1888.22
3666,1060.78
3672,1699.84
3673,894.99
3676,1821.54
3681,1162.16
3701,1387.52
3727,8189.24
3761,2326.26
3789,904.93
3811,8336.06
3817,481.56
3818,2188.43
3831,1703.54
3875,-83.28
3896,1157.68
3903,3356.81
3915,1810.23
3931,521.80
3935,807.57
3950,662.14
3967,616.20
3990,541.57
4003,1615.70
4021,6942.14
4029,1009.51
4045,1014.05
4046,2647.07
4055,1551.04
4056,469.02
4063,455.65
4070,5639.78
4077,1765.04
4095,3079.84
4104,1698.06
4128,4418.92
4151,1413.61
4158,51.26
4164,909.94
4168,1629.53
4186,1063.62
4189,2384.52
4195,2224.55
4196,2611.20
4210,383.30
4212,8285.32
4217,583.73
4228,1682.00
4231,1546.45
4235,781.69
4242,6305.14
4283,2196.48
4295,1389.84
4377,5365.88
4381,1309.24
4382,1342.05
4384,1250.99
4388,1548.44
4394,942.61
4396,1506.02
4402,3127.78
4412,1265.00
4432,747.46
4460,2601.03
4481,476.85
4483,379.68
4499,334327.82
4508,1640.32
4519,1442.78
4533,1932.15
4551,5773.03
4554,2749.46
4582,928.99
4591,2527.25
4594,-912.99
4595,4840.30
4604,2405.22
4617,703.11
4624,2177.03
4646,2395.39
4661,1836.50
4688,3851.38
4690,478.59
4692,2675.96
4697,515.04
4699,2085.60
4721,718.24
4731,759.51
4733,1139.58
4746,665.41
4752,1858.46
4753,563.16
4754,2083.32
4764,1668.98
4765,948.46
4767,2774.69
4776,993.02
4782,606.89
4817,3436.96
4852,3703.45
4868,1693.10
4877,3193.20
4878,1438.76
4893,1583.59
4907,3827.46
4929,41960.00
4943,1013.97
4944,1282.04
4958,3920.67
4962,997.18
4964,3802.35
4967,1364.98
4969,1933.94
5044,1004.84
5062,1928.16
5100,1282.03
5107,845.25
5127,2823.61
5140,2789.40
5144,2139.38
5150,1029.04
5155,1852.49
5157,18524.68
5159,18524.68
5162,1524.48
5171,11221.16
5189,1581.07
5213,10078.04
5220,2271.64
5221,1522.55
5224,3124.19
5230,2083.54
5240,2591.92
5265,222090.55
5276,1146.09
5300,8654.28
5307,1070.73
5331,5052.88
5352,1608.16
5363,1456.33
5377,4875.77
5385,2331.97
5395,1515.58
5414,6082.51
5415,17955.56
5422,2147.63
5425,-44.07
5434,3544.70
5439,3146.16
5447,7900.62
5452,3596.78
5461,2065.82
5467,2821.04
5472,1835.98
5474,884.10
5496,3445.24
5520,1563.61
5529,4413.62
5530,296.70
5546,1190.36
5548,837.82
5550,14163.18
5574,1394.84
5610,3566.44
5612,3926.80
5663,1904.88
5671,842.17
5676,2516.25
5682,530.73
5691,1181.98
5693,3010.71
5695,835.47
5710,19117.20
5712,1248.54
5720,5779.04
5740,472.80
5741,671.90
5742,671.90
5745,1105.58
5758,3110.32
5770,1033.31
5777,3726.52
5782,740.78
5817,354.83
5845,4586.27
5856,1901.36
5889,873.03
5898,-25.63
5908,1427.89
5917,19679.92
5918,957.30
5940,4974.43
5942,1289.91
5947,13535.00
5962,2666.07
5964,1505.73
5969,1382.91
5990,6430.75
5996,4795.97
6003,2576.71
6019,625.60
6020,888.48
6022,2447.68
6030,976.65
6052,1194.03
6066,447.08
6070,1292.67
6123,886.64
6125,1189.62
6126,1122.31
6137,862.04
6153,800.90
6165,339.57
6186,363.70
6194,2269.78
6198,1269.65
6217,1566.93
6218,1285.25
6239,1054.38
6263,2497.26
6266,4483.99
6267,222072.30
6271,3241.12
6275,821.71
6277,1389.46
6288,976.34
6292,1657.10
6297,1247.90
6306,-13535.00
6344,41317.86
6382,1506.38
6383,872.10
6386,1348.05
6426,2080.85
6445,1799.23
6448,604.68
6457,222217.27
6463,6664.98
6464,3904.21
6514,3140.69
6516,1339.48
6532,645.56
6533,221805.27
6535,678.94
6541,3472.30
6544,678.63
6546,909.59
6555,1465.10
6565,2354.66
6566,3183.42
6579,2247.99
6581,1373.03
6586,1881.05
6607,1473.43
6639,1244.78
6642,336.78
6658,827.44
6702,447.00
6707,2110.82
6722,6099.20
6769,1766.58
6787,953.69
6826,903.39
6884,884.65
6897,703.85
6916,317.16
6930,1277.25
6932,2233.72
6934,1271.78
6940,3464.04
6947,4371.32
6954,579.70
6987,1300.00
6991,2504.85
6998,1431.42
7000,4074.73
7001,1269.74
7009,654.42
7025,1381.89
7047,-3241.12
7051,987.68
7058,4307.76
7059,618.26
7065,2644.69
7071,640.64
7077,1129.99
7080,917.47
7094,459.96
7116,450.11
7121,5411.01
7132,697.92
7137,293.32
7139,794.33
7141,4142.50
7146,875.83
7152,1258.41
7212,2907.04
7249,1091.28
7250,1375.48
7269,2012.67
7271,590.29
7282,1865.18
7283,907.19
7291,4179.27
7292,1068.02
7296,620.42
7303,11051.97
7307,574.75
7311,813.89
7350,441.31
7362,1135.49
7379,1075.57
7387,994.76
7390,1301.31
7410,4356.24
7422,2572.78
7426,7539.80
7451,2178.46
7475,2361.44
7501,-264.52
7502,568.22
7506,2108.57
7554,3404.34
7560,-25.63
7561,2015.27
7562,695.11
7580,1422.97
7581,1669.40
7602,1000.26
7615,5393.89
7621,22477.53
7648,664731.20
7651,8008.04
7692,3335.71
7698,6076.87
7701,1993572.11
7704,7866.12
7708,1212.73
7711,1376.22
7725,1196.06
7760,2852.14
7762,1327.81
7766,935.15
7768,28275.70
7773,4890.43
7795,4688.47
7858,1514.27
7881,6175.49
7883,446.32
7885,854.54
7890,612.53
7893,1376.70
7895,1330699.57
7900,690.93
7926,5593.16
7930,3864.64
7933,1170.60
7938,2857.06
7949,746.13
7987,7789.86
7991,4695.65
8020,578.13
8040,1266.70
8044,600.65
8065,376.95
8074,1452.25
8076,1452.25
8081,1030.29
8102,1848.54
8129,1263.09
8138,1031.86
8143,996.96
8150,5208.50
8159,1072.00
8162,591.59
8194,112397.82
8196,-30.43
8206,2563.00
8208,1491.36
8239,885.32
8244,894.98
8247,2733.70
8257,841.25
8259,7626.45
8262,5179.29
8273,972.50
8284,20149.04
8290,113013.76
8294,2311.98
8299,449.95
8311,3659.49
8315,3859.24
8316,16269.62
8323,1020.94
8336,3573.91
8338,1762.56
8359,4165.54
8375,782.59
8385,-287.84
8390,111616.75
8423,2774.54
8439,1494.78
8472,-61.91
8476,556.40
8493,1769.44
8499,1564.28
8512,1437.11
8518,1094.46
8548,-25.63
8556,6407.50
8574,2513.00
8585,1529.53
8591,939.20
8593,4178.28
8594,2329.95
8606,1370.29
8607,6158.08
8618,3880.09
8629,1021.76
8659,1856.81
8661,1276.62
8667,2736.78
8671,645.91
8687,1253.18
8700,473.55
8712,8034.92
8721,1620.48
8725,55067.60
8730,4537.62
8732,1606.24
8736,3485.22
8738,490.79
8748,56642.09
8751,4075.12
8755,646.62
8757,3903.44
8767,1639.06
8770,1391.64
8805,25863.61
8813,789.38
8814,2153.16
8815,2953.79
8855,1097.54
8882,307.56
8885,3896.32
8888,444.13
8896,2964.32
8897,1918.74
8903,533.10
8905,603.42
8910,457.02
8912,2535.93
8917,2145.54
8932,1286.92
8938,368.86
8939,10911.62
8942,13122.56
8948,1657.91
8949,1999.22
8960,1444.80
8970,222258.86
9001,4907.71
9003,1922.84
9010,2891.89
9015,628.53
9025,527.32
9032,521.88
9040,3027.84
9041,2898.82
9047,2236.50
9052,360.32
9077,934.79
9085,832.74
9089,2028.03
9093,2045.60
9136,753.11
9140,892.38
9152,2905.10
9158,4787.27
9169,1832.32
9195,2307.57
9232,863.39
9233,1428.80
9237,1989.17
9251,932.66
9269,1845.36
9277,2341.68
9284,1217.49
9286,3920.89
9287,3920.89
9295,845.97
9297,1280.22
9306,4280.06
9320,803.28
9321,752.51
9324,6586.62
9339,82892.90
9349,1949.55
9353,1625.28
9370,2913.40
9376,1567.28
9410,1466.11
9417,953.30
9433,2669.28
9436,825.98
9449,2618.62
9453,1087.67
9460,562.54
9461,3270.92
9471,1697.12
9483,111588.67
9494,8319.06
9495,1283.12
9496,1809.98
9497,586.44
9499,117446.06
9504,1945.89
9512,10518.15
9518,5908.32
9522,1352.79
9527,1485.87
9541,1110.99
9546,848.24
9556,2468.73
9570,504.36
9572,3280.64
9582,1943.11
9583,2453.76
9595,120193.23
9611,8390.87
9632,-492.15
9639,111483.34
9663,1350.69
9665,855.54
9667,4965.28
9674,2211.66
9684,15688.14
9697,532.59
9731,1551.62
9755,1287.70
9766,2044.95
9775,1667.02
9777,1506.11
9778,2816.18
9780,2196.89
9791,1209.94
9809,872.18
9810,1628.37
9811,493.77
9815,3368.93
9820,2860.15
9841,594.91
9848,3015.96
9873,2185.85
9874,520.60
9875,14216.12
9877,797.32
9880,1210.27
9900,1498.50
9918,1293.58
9934,770.04
9947,1086.13
9969,3729.38
9984,2588.42
9991,1309.97
10002,1431.82
10004,863.96
10019,1294.48
10047,1223.38
10056,1298.71
10069,625.46
10077,658.51
10088,1198.82
10097,1537.74
10098,762.48
10105,17126.24
10107,2539.36
10123,650.93
10135,3156.79
10159,980.51
10169,1709.57
10173,-2354.66
10175,4161.82
10176,2354.66
10199,543.56
10239,2961.11
10250,2126.02
10257,1516.34
10262,1256.30
10273,41058.28
10279,2180.88
10288,2005.80
10292,7529.44
10302,2126.02
10335,1329.85
10355,870.61
10388,1393.99
10397,838.09
10405,1106.28
10429,1149.42
10430,1001.07
10465,1689.88
10467,416.58
10473,1174.24
10480,974.70
10511,4711.03
10522,987.11
10541,917.76
10547,3027.84
10553,875.54
10561,4730.49
10582,1056.72
10591,2065.44
10602,2073.81
10611,810.76
10617,-25.63
10653,488.44
10654,1842.06
10655,738.35
10670,1636.65
10696,2614.28
10698,815.93
10701,638.42
10711,1280.23
10712,-47.71
10724,2039.60
10760,325.95
10766,598.77
10772,29811.06
10775,990.41
10777,766.26
10781,1896.60
10783,1649.32
10784,641.11
10799,818.94
10805,1359.22
10825,890.06
10846,2116.91
10861,2438.26
10903,669.24
10917,1135.04
10921,12518.52
10939,787.02
10970,583.42
10979,1289.29
10990,3762.74
11022,3991.50
11027,888.65
11053,1584.26
11058,1324.24
11073,1931.67
11081,3529.32
11112,1131.93
11138,800.97
11140,719.45
11147,2767.97
11158,1494.06
11180,1311.74
11191,1844.96
11192,2838.50
11194,1845.48
11195,4053.50
11197,3560.00
11202,1216.70
11203,2000.55
11208,1071.46
11213,2242.77
11214,1109627.83
11215,1093.51
11228,39607.78
11232,3547.08
11250,3939.22
11256,1249.43
11283,2999.51
11290,2794.64
11302,4320.80
11304,2080.86
11330,2133.37
11352,2305.93
